"fec_id","name","candidate_fec_id","candidate_name","affiliation","office","state","district","incumbent_challenger","is_authorized_committee","is_principal_committee"
"C00487207","VAN HOLLEN VICTORY FUND","H2MD08126","VAN HOLLEN, CHRIS","DEM","H","MD","8 ","I",FALSE,FALSE
"C00649707","AMY FOR THE PEOPLE","H8NV04018","VILELA, AMY","DEM","H","NV","4 ","O",FALSE,TRUE
"C00447201","DEMOCRATIC CLUB OF SANTA MARIA VALLEY",,,,,,,,FALSE,FALSE
"C00711283","HELDUT FOR CONGRESS","H0IL09098","TARNASIEWICZ-HELDUT, ANDREW","DEM","H","IL","9 ","C",FALSE,TRUE
"C00662486","ELECT JASON KISHINEFF","H8CA05183","KISHINEFF, JASON","GRE","H","CA","5 ","C",FALSE,TRUE
"C00707836","BURDICK FOR CONGRESS 2020","H0CA07129","BURDICK, JEFF","DEM","H","CA","7 ","C",FALSE,TRUE
"C00713842","ELLEN MARKS FOR CONGRESS","H0IN02232","MARKS, ELLEN L.","DEM","H","IN","2 ","C",FALSE,TRUE
"C00719823","MILTON FOR COLORADO","S0CO00591","MILTON, CHRISTOPHER HAWKINS CRITTER","DEM","S","CO","0 ","C",FALSE,TRUE
"C00711762","THE TOP 4 2020 COMMITTEE",,,,,,,,FALSE,FALSE
"C00656439","SERVE AMERICA PAC - RESTRICTED",,,,,,,,FALSE,FALSE
"C00716423","THE NEXT 50 PAC",,,,,,,,FALSE,FALSE
"C00652552","OPPORTUNITY FIRST",,,,,,,,FALSE,FALSE
"C00455683","LAGUNA BEACH DEMOCRATIC CLUB FEDERAL",,,"DEM",,,,,FALSE,FALSE
"C00637645","TAKING ACTION FOR SUFFOLK COUNTY",,,,,,,,FALSE,FALSE
"C00715136","MERKLEY VICTORY FUND 2020",,,,,,,,FALSE,FALSE
"C00718908","MATT JONES FOR KENTUCKY EXPLORATORY COMMITTEE","S0KY00370","JONES, MATT","DEM","S","KY","0 ","C",FALSE,TRUE
"C00688739","DITCH FUND",,,,,,,,FALSE,FALSE
"C00611475","ELECTION FUND OF LISA MCCORMICK","S0NJ00175","MCCORMICK, LISA","DEM","S","NJ","0 ","C",FALSE,TRUE
"C00695619","HEALTH JUSTICE FOR ALL",,,,,,,,FALSE,FALSE
"C00710848","DMFI PAC",,,,,,,,FALSE,FALSE
"C00716548","CJ FOR CONGRESS","H0CA30162","BERINA, COURTNEY JAMES","DEM","H","CA","30","C",FALSE,TRUE
"C00658914","KENNY 2020","P00006403","NWADIKE JR, KENNETH E","DEM","P","US","0 ","C",FALSE,TRUE
"C00718171","WOMEN'S WAVE ILLINOIS 2020",,,,,,,,FALSE,FALSE
"C00541888","KATHERINE CLARK FOR CONGRESS","H4MA05084","CLARK, KATHERINE","DEM","H","MA","5 ","I",FALSE,TRUE
"C00240986","SERRANO FOR CONGRESS","H0NY18065","SERRANO, JOSE E.","DEM","H","NY","15","I",FALSE,TRUE
"C00722074","KAEHLER FOR CONGRESS","H0MN01102","KAEHLER, RALPH","DEM","H","MN","1 ","C",FALSE,TRUE
"C00672311","DONNA SHALALA FOR CONGRESS","H8FL27193","SHALALA, DONNA","DEM","H","FL","27","I",FALSE,TRUE
"C00715938","JUSTICE 2020",,,,,,,,FALSE,FALSE
"C00689430","JONES VICTORY FUND",,,,,,,,FALSE,FALSE
"C00624171","AMERICAN MUSLIM WOMEN (AMW)",,,,,,,,FALSE,FALSE
"C00703587","FRIENDS OF RUSSELL CIRINCIONE","H0NJ06206","CIRINCIONE, RUSSELL","DEM","H","NJ","6 ","C",FALSE,TRUE
"C00712968","ROYCE WEST FOR U.S. SENATE","S0TX00266","WEST, ROYCE","DEM","S","TX","0 ","C",FALSE,TRUE
"C00729236","MCGRATH OFF THE SIDELINES 2020",,,,,,,,FALSE,FALSE
"C00690586","MICHAEL J. STEELE FOR SENATE 2022","S2ND00107","STEELE, MICHAEL REVEREND","DEM","S","ND","0 ",,FALSE,TRUE
"C00453712","YOLO COUNTY DEMOCRATIC CENTRAL COMMITTEE - FEDERAL ACCOUNT",,,"DEM",,,,,FALSE,FALSE
"C00693853","PETERS VICTORY 2020",,,,,,,,FALSE,FALSE
"C00714683","LINDA O'DELL FOR CONGRESS","H0MI01229","O'DELL, LINDA","DEM","H","MI","1 ","C",FALSE,TRUE
"C00725598","FRIENDS OF LISE KING EXPLORATORY COMMITTEE",,,"DEM",,,,,FALSE,FALSE
"C00476564","CICILLINE COMMITTEE","H0RI01073","CICILLINE, DAVID N","DEM","H","RI","1 ","I",FALSE,TRUE
"C00460261","AL LAWSON FOR CONGRESS","H0FL02086","LAWSON, ALFRED JR","DEM","H","FL","5 ","I",FALSE,TRUE
"C00721514","CLAIRE RUSSO FOR CONGRESS","H0VA05178","RUSSO, CLAIRE","DEM","H","VA","5 ","C",FALSE,TRUE
"C00698951","EASTERN WASHINGTON ADVOCATES",,,,,,,,FALSE,FALSE
"C00160937","SOUTH DAKOTA DEMOCRATIC PARTY",,,"DEM",,,,,FALSE,FALSE
"C00652248","MAX ROSE FOR CONGRESS","H8NY11113","ROSE, MAX","DEM","H","NY","11","I",FALSE,TRUE
"C00705368","WORKING HARDER PAC",,,,,,,,FALSE,FALSE
"C00685131","DUMP POTUS 45 SUPER PAC",,,,,,,,FALSE,FALSE
"C00334706","NAPOLITANO FOR CONGRESS","H8CA34068","NAPOLITANO, GRACE","DEM","H","CA","32","I",FALSE,TRUE
"C00641100","FRIENDS OF FRED WIAND","P00005942","WIAND, FRED","DEM","P","US","0 ","C",FALSE,TRUE
"C00238865","FRIENDS OF ROSA DELAURO","H0CT03072","DELAURO, ROSA L","DEM","H","CT","3 ","I",FALSE,TRUE
"C00705145","OWENS FOR CONGRESS","H0GA13115","OWENS, MICHAEL DR","DEM","H","GA","13","C",FALSE,TRUE
"C00718155","FRIENDS OF CINDY BANYAI","H0FL19106","BANYAI, CINDY LYN","DEM","H","FL","19","O",FALSE,TRUE
"C00730408","SIMA FOR TEXAS","H0TX02106","LADJEVARDIAN, SIMA JANDAGHI","DEM","H","TX","2 ","C",FALSE,TRUE
"C00717884","JOHN LEWIS HOUSE VICTORY FUND",,,,,,,,FALSE,FALSE
"C00690867","LEFT OF CENTER PAC",,,,,,,,FALSE,FALSE
"C00704973","AMEENA FOR CONGRESS","H0IL01210","MATTHEWS, AMEENA NUUR MS","DEM","H","IL","1 ","C",FALSE,TRUE
"C00713545","AMANDA STUCK FOR CONGRESS","H0WI08125","STUCK, AMANDA","DEM","H","WI","8 ","C",FALSE,TRUE
"C00731562","CLAYTON BROOKS FOR CONGRESS","H0NC09278","BROOKS, CLAYTON W. III","DEM","H","NC","9 ","C",FALSE,TRUE
"C00701862","REV RUBEN DIAZ FOR CONGRESS","H0NY15186","DIAZ, RUBEN REV. SR","DEM","H","NY","15","O",FALSE,TRUE
"C00492421","NANCY PELOSI VICTORY FUND","H8CA05035","PELOSI, NANCY","DEM","H","CA","12","I",FALSE,FALSE
"C00653923","VERONICA ESCOBAR FOR CONGRESS","H8TX16109","ESCOBAR, VERONICA","DEM","H","TX","16","I",FALSE,TRUE
"C00698167","OMAR KADIR POR TEJAS","H0TX31055","KADIR, OMAR","DEM","H","TX","31","C",FALSE,TRUE
"C00718809","TRAVIS OLER FOR US SENATE","S0ID00156","OLER, TRAVIS","DEM","S","ID","0 ","C",FALSE,TRUE
"C00437277","JEFF MERKLEY FOR OREGON","S8OR00207","MERKLEY, JEFFREY ALAN","DEM","S","OR","0 ","I",FALSE,TRUE
"C00633982","HARLEY ROUDA FOR CONGRESS","H8CA48035","ROUDA, HARLEY E JR","DEM","H","CA","48","I",FALSE,TRUE
"C00670943","ROOT FOR CITIZEN CONGRESSMAN","H8CO03234","ROUTLEDGE, ROOT","DEM","H","CO","3 ","C",FALSE,TRUE
"C00715912","ANDREW WANG FOR CONGRESS","H0IL10369","WANG, ANDREW","DEM","H","IL","10","C",FALSE,TRUE
"C00675108","JOE MORELLE FOR CONGRESS","H8NY25105","MORELLE, JOSEPH D","DEM","H","NY","25","I",FALSE,TRUE
"C00708065","KIMBERLY FOR IOWA","S0IA00168","GRAHAM, KIMBERLY","DEM","S","IA","0 ","C",FALSE,TRUE
"C00694539","MIDWEST VICTORY PAC",,,,,,,,FALSE,FALSE
"C00717728","FREE AND FAIR DEMOCRACY PAC",,,,,,,,FALSE,FALSE
"C00231076","SANTA CLARA COUNTY UNITED DEMOCRATIC CAMPAIGN",,,"DEM",,,,,FALSE,FALSE
"C00025254","MINNESOTA DEMOCRATIC-FARMER-LABOR PARTY",,,"DEM",,,,,FALSE,FALSE
"C00709659","POTOMAC RISING",,,,,,,,FALSE,FALSE
"C00720516","KHAZEI FOR CONGRESS","H0MA04176","KHAZEI, ALAN","DEM","H","MA","4 ","C",FALSE,TRUE
"C00501924","BARBARA MALLORY CARAWAY FOR CONGRESS","H2TX30079","CARAWAY, BARBARA LEN MALLORY","DEM","H","TX","30","C",FALSE,TRUE
"C00489518","COLLEGE DEMOCRATS OF MASSACHUSETTS",,,,,,,,FALSE,FALSE
"C00708107","JON CURTIS FOR CONGRESS","H0TX31071","CURTIS, JON","DEM","H","TX","31","C",FALSE,TRUE
"C00581967","CITIZENS AGAINST PLUTOCRACY",,,,,,,,FALSE,FALSE
"C00528182","VIRGIN ISLANDS FOR PLASKETT","H2VI00082","PLASKETT, STACEY","DEM","H","VI","0 ","I",FALSE,TRUE
"C00620443","STEPHANIE MURPHY FOR CONGRESS","H6FL07140","MURPHY, STEPHANIE","DEM","H","FL","7 ","I",FALSE,TRUE
"C00665711","ALYSE FOR ALASKA","H8AK00140","GALVIN, ALYSE","IND","H","AK","0 ","C",FALSE,TRUE
"C00718189","GOTTHEIMER ROSE VICTORY FUND",,,,,,,,FALSE,FALSE
"C00694844","ZORNIO FOR SENATE","S0CO00450","ZORNIO, PATRICIA ANNE","DEM","S","CO","0 ","C",FALSE,TRUE
"C00702399","JOSEPH SANCHEZ FOR CONGRESS","H0NM03078","SANCHEZ, JOSEPH LOUIS","DEM","H","NM","3 ","O",FALSE,TRUE
"C00691790","THE SIX PAC","H0CA04167","FRAME, SEAN COLIN","DEM","H","CA","4 ","C",FALSE,FALSE
"C00195628","PRICE FOR CONGRESS","H6NC04037","PRICE, DAVID E.","DEM","H","NC","4 ","I",FALSE,TRUE
"C00415992","BLUMENAUER CENTURY FUND","H6OR03064","BLUMENAUER, EARL","DEM","H","OR","3 ","I",FALSE,FALSE
"C00625020","MURPHY VICTORY FUND",,,,,,,,FALSE,FALSE
"C00692160","CITIZENS TO ELECT KEITH POTTRATZ","S0CO00443","POTTRATZ, KEITH ALLEN","DEM","S","CO","0 ","C",FALSE,TRUE
"C00706671","FRANCES YASMEEN MOTIWALLA FOR CONGRESS","H0CA34115","MOTIWALLA, FRANCES YASMEEN","DEM","H","CA","34","C",FALSE,TRUE
"C00662577","KATHY MANNING FOR CONGRESS","H8NC13067","MANNING, KATHY","DEM","H","NC","6 ","C",FALSE,TRUE
"C00697128","FRIENDS TO ELECT ROBERT EMMONS JR.","H0IL01178","EMMONS, ROBERT ALEX JR.","DEM","H","IL","1 ","C",FALSE,TRUE
"C00658567","SUSAN WILD FOR CONGRESS","H8PA15229","WILD, SUSAN","DEM","H","PA","7 ","I",FALSE,TRUE
"C00634964","NEW NATION RISING",,,,,,,,FALSE,FALSE
"C00725069","RICK COLLINS CAMPAIGN","H0AL01139","COLLINS, FREDERICK G. RICK'","DEM","H","AL","1 ","O",FALSE,TRUE
"C00420760","FRIENDS OF MAZIE HIRONO","S2HI00106","HIRONO, MAZIE K.","DEM","S","HI","0 ",,FALSE,TRUE
"C00712943","BLUE TEXAS FUND",,,,,,,,FALSE,FALSE
"C00304709","ADAM SMITH FOR CONGRESS COMMITTEE","H6WA09025","SMITH, D. ADAM","DEM","H","WA","9 ","I",FALSE,TRUE
"C00575548","CATHERINE CORTEZ MASTO FOR SENATE","S6NV00200","MASTO, CATHERINE CORTEZ","DEM","S","NV","0 ","I",FALSE,TRUE
"C00399071","WASHTENAW COUNTY DEMOCRATIC - FEDERAL ACCOUNT",,,"DEM",,,,,FALSE,FALSE
"C00668558","WOODSMALL FOR CONGRESS","H8NC11129","WOODSMALL, STEVE DR.","DEM","H","NC","11","O",FALSE,TRUE
"C00712422","CAROLE BROWN FOR CONGRESS","H0MD03212","BROWN, CAROLE DOMINGUIN","DEM","H","MD","3 ","C",FALSE,TRUE
"C00401034","BRIAN HIGGINS FOR CONGRESS","H4NY27076","HIGGINS, BRIAN","DEM","H","NY","26","I",FALSE,TRUE
"C00698548","SENATE IMPACT 2020",,,,,,,,FALSE,FALSE
"C00701284","CHRIS BUBSER FOR CONGRESS","H0CA08101","BUBSER, CHRISTINE","DEM","H","CA","8 ","O",FALSE,TRUE
"C00700856","GIOVANNI HAQANI FOR UNITED STATES SENATE","S0NM00082","HAQANI, GIOVANNI ALEXANDER","DEM","S","NM","0 ","O",FALSE,TRUE
"C00661868","VAN DREW FOR CONGRESS","H8NJ02166","VAN DREW, JEFF MR","REP","H","NJ","2 ","I",FALSE,TRUE
"C00690271","SECOND GENERATION",,,,,,,,FALSE,FALSE
"C00714956","JUSTIN LECEA FOR CONGRESS","H0TX20116","LECEA, JUSTIN","DEM","H","TX","20","C",FALSE,TRUE
"C00684282","EDEMOCRATS PAC LLC",,,,,,,,FALSE,FALSE
"C00701367","RICHARD PARNELL HABERSHAM FOR CONGRESS","H0NY13108","HABERSHAM, RICHARD PARNELL MR","DEM","H","NY","13","C",FALSE,TRUE
"C00631606","VILLAGE UNITED POLITICAL ACTION COMMITTEE",,,,,,,,FALSE,FALSE
"C00724153","INSERVICENJ",,,,,,,,FALSE,FALSE
"C00704262","COMMITTEE TO ELECT DANIEL SMITH JR","H0PA16026","SMITH, DANIEL B MR JR","DEM","H","PA","16","C",FALSE,TRUE
"C00694729","FULLER FOR NORTH CAROLINA","S0NC00285","FULLER, TREVOR MICHAEL","DEM","S","NC","0 ","C",FALSE,TRUE
"C00709519","NICK COLVIN FOR CONGRESS","H0MI03282","COLVIN, NICK","DEM","H","MI","3 ","C",FALSE,TRUE
"C00712760","SHANNON 4 CONGRESS COMMITTEE","H0OH04093","FRESHOUR, SHANNON","DEM","H","OH","4 ","C",FALSE,TRUE
"C00571182","GETTING STUFF DONE PAC (GSD-PAC)",,,"DEM",,,,,FALSE,FALSE
"C00712950","BRYAN BERGHOEF FOR CONGRESS","H0MI02201","BERGHOEF, BRYAN","DEM","H","MI","2 ","C",FALSE,TRUE
"C00693549","DEMOCRATIC CENTRAL COMMITTEE OF SISKIYOU COUNTY-FEDERAL",,,"DEM",,,,,FALSE,FALSE
"C00391029","JIM COSTA FOR CONGRESS","H4CA20082","COSTA, JIM","DEM","H","CA","16","I",FALSE,TRUE
"C00698183","COMMITTEE TO ELECT MICHAEL COOPER UNITED STATES SENATOR OF TEXAS","S0TX00332","COOPER, MICHAEL E PASTOR","DEM","S","TX","0 ","C",FALSE,TRUE
"C00638817","MAIN VOTERS",,,,,,,,FALSE,FALSE
"C00707257","JIM KENNEDY FOR CONGRESS","H0FL08224","KENNEDY, JAMES","DEM","H","FL","8 ","C",FALSE,TRUE
"C00259143","LUCILLE ROYBAL-ALLARD FOR CONGRESS","H2CA33048","ROYBAL-ALLARD, LUCILLE","DEM","H","CA","40","I",FALSE,TRUE
"C00626861","WORKING FAMILIES PARTY NATIONAL INDEPENDENT EXPENDITURE COMMITTEE",,,,,,,,FALSE,FALSE
"C00682724","VERITAS PROGRESSIVES PAC",,,,,,,,FALSE,FALSE
"C00395848","CLEAVER FOR CONGRESS","H4MO05234","CLEAVER, EMANUEL II","DEM","H","MO","5 ","I",FALSE,TRUE
"C00591065","DWIGHT EVANS FOR CONGRESS","H6PA02171","EVANS, DWIGHT","DEM","H","PA","3 ","I",FALSE,TRUE
"C00344671","SUSAN DAVIS FOR CONGRESS","H0CA49055","DAVIS, SUSAN A.","DEM","H","CA","53","I",FALSE,TRUE
"C00684399","INTERNS FOR AMERICA PAC",,,,,,,,FALSE,FALSE
"C00701789","MICHIGAN SENATE VICTORY 2020",,,,,,,,FALSE,FALSE
"C00010033","MONTANA DEMOCRATIC PARTY",,,"DEM",,,,,FALSE,FALSE
"C00724310","HOPE IN 8:  COMMITTEE TO ELECT E. THOMASINA MARSILI","H0IN08213","MARSILI, THOMASINA","DEM","H","IN","8 ","C",FALSE,TRUE
"C00582270","EASTERN WASHINGTON COMMITTEE FOR PROGRESS",,,,,,,,FALSE,FALSE
"C00701037","CTE AMANDA LE'ANNE BRUNZELL FOR CONGRESS","H0MI03258","BRUNZELL, AMANDA LE'ANNE","DEM","H","MI","3 ","C",FALSE,TRUE
"C00720250","JOSHUA FOR COLORADO","S0CO00617","RODRIGUEZ, JOSHUA","UNK","S","CO","0 ","C",FALSE,TRUE
"C00430280","IMMIGRANTS' LIST",,,,,,,,FALSE,FALSE
"C00726810","FRIENDS FOR PATRICIA ACKERMAN","H0NV02209","ACKERMAN, PATRICIA GERALDENE MS.","DEM","H","NV","2 ","C",FALSE,TRUE
"C00732198","ASHLEY BENNETT FOR CONGRESS COMMITTEE","H0NJ02163","BENNETT, ASHLEY","DEM","H","NJ","2 ","C",FALSE,TRUE
"C00413179","WELCH FOR CONGRESS","H6VT00160","WELCH, PETER","DEM","H","VT","0 ","I",FALSE,TRUE
"C00222422","FIFTH CONG DIST DEM PARTY",,,"DEM",,,,,FALSE,FALSE
"C00711168","SANDRA CHOI FOR CONGRESS","H0NY06060","CHOI, SANDRA","DEM","H","NY","6 ","C",FALSE,TRUE
"C00722843","COMMITTEE TO ELECT JOHN HOLM",,,"DEM",,,,,FALSE,FALSE
"C00710186","ROBERT THOMAS","H0TX14184","THOMAS, ROBERT","DEM","H","TX","14","C",FALSE,TRUE
"C00410233","COURTNEY FOR CONGRESS","H2CT02112","COURTNEY, JOSEPH D","DEM","H","CT","2 ","I",FALSE,TRUE
"C00727461","TOM WONG FOR CONGRESS","H0CA53230","WONG, TOM K","DEM","H","CA","53","O",FALSE,TRUE
"C00722918","MASON FOR MINNESOTA","H0MN05228","MASON, JOHN","DFL","H","MN","5 ","C",FALSE,TRUE
"C00716365","PEOPLE RESTORING DEMOCRACY POLITICAL ACTION COMMITTEE",,,,,,,,FALSE,FALSE
"C00696641","FRIENDS OF NAJAH GABRIEL","P00010082","GABRIEL, NAJAH KARIMA MS.","DEM","P","US","0 ","C",FALSE,TRUE
"C00244335","CITIZENS FOR ELEANOR HOLMES NORTON","H0DC00058","NORTON, ELEANOR HOLMES","DEM","H","DC","0 ","I",FALSE,TRUE
"C00715045","MARLENE CINTRON FOR CONGRESS","H0NY15251","CINTRON, MARLENE","DEM","H","NY","15","O",FALSE,TRUE
"C00499467","TITUS FOR CONGRESS","H8NV03036","TITUS, DINA","DEM","H","NV","1 ","I",FALSE,TRUE
"C00714527","MORELLE VICTORY FUND",,,,,,,,FALSE,FALSE
"C00725549","WESLEY FORBES FOR CONGRESS","H0OK04166","FORBES, WESLEY","DEM","H","OK","4 ","C",FALSE,TRUE
"C00712497","HUMANITY FORWARD FUND",,,,,,,,FALSE,FALSE
"C00554709","MARK DESAULNIER FOR CONGRESS","H0CA10073","DESAULNIER, MARK","DEM","H","CA","11","I",FALSE,TRUE
"C00658070","NEW YORKERS AND FRIENDS FOR HOLLY LYNCH","H8NY10081","LYNCH, HOLLY","DEM","H","NY","10","C",FALSE,TRUE
"C00711614","TOM STEYER 2020","P00012716","STEYER, TOM","DEM","P","US","0 ","C",FALSE,TRUE
"C00634436","GOLDEN RULE PAC",,,,,,,,FALSE,FALSE
"C00697490","FRIENDS OF RACHEL KINSEY FOR CONGRESS","H0GA11028","KINSEY, RACHEL","DEM","H","GA","11","C",FALSE,TRUE
"C00700963","WINTER FOR MONTANA","H0MT00090","WINTER, THOMAS","DEM","H","MT","0 ","C",FALSE,TRUE
"C00656686","TOM MALINOWSKI FOR CONGRESS","H8NJ07223","MALINOWSKI, TOM","DEM","H","NJ","7 ","I",FALSE,TRUE
"C00686782","CUNNINGHAM VICTORY FUND",,,,,,,,FALSE,FALSE
"C00705186","BENNET FOR AMERICA","P00011833","BENNET, MICHAEL F.","DEM","P","US","0 ","C",FALSE,TRUE
"C00707596","SARAH GAD 2020","H0IL01186","GAD, SARAH","DEM","H","IL","1 ","C",FALSE,TRUE
"C00711648","BLACK TECH MATTERS",,,,,,,,FALSE,FALSE
"C00346312","FRIENDS OF SCHUMER","S8NY00082","SCHUMER, CHARLES E","DEM","S","NY","0 ","I",FALSE,TRUE
"C00728584","FRIENDS OF JAIME CASTLE","H0OH02139","CASTLE, JAIME","DEM","H","OH","2 ","C",FALSE,TRUE
"C00703306","KAISER FOR CONSTITUTIONAL RIGHTS","H0NM03086","KAISER, GAVIN","DEM","H","NM","3 ","O",FALSE,TRUE
"C00451336","RICHMOND FOR CONGRESS","H8LA02054","RICHMOND, CEDRIC L.","DEM","H","LA","2 ","I",FALSE,TRUE
"C00640458","NJ7 CITIZENS FOR CHANGE",,,,,,,,FALSE,FALSE
"C00709485","GREATER THAN",,,,,,,,FALSE,FALSE
"C00697342","MOMS IN OFFICE",,,,,,,,FALSE,FALSE
"C00700575","TOM GALLAGHER -- CONGRESS -- 2020","H0CA12129","GALLAGHER, TOM","DEM","H","CA","12","C",FALSE,TRUE
"C00257121","CITIZENS FOR RUSH","H2IL01042","RUSH, BOBBY LEE","DEM","H","IL","1 ","I",FALSE,TRUE
"C00663609","PROGRESSIVE MAJORITY PAC",,,,,,,,FALSE,FALSE
"C00663211","MAD DOG PAC",,,,,,,,FALSE,FALSE
"C00500421","BONAMICI FOR CONGRESS","H2OR01133","BONAMICI, SUZANNE MS.","DEM","H","OR","1 ","I",FALSE,TRUE
"C00418897","VOTEVETS",,,,,,,,FALSE,FALSE
"C00714295","JACK BALLARD FOR MONTANA","S0MT00116","BALLARD, JACK","DEM","S","MT","0 ","C",FALSE,TRUE
"C00567396","CHANGE CAMPAIGN SUPER PAC",,,,,,,,FALSE,FALSE
"C00646877","PACRONYM",,,,,,,,FALSE,FALSE
"C00024679","VERMONT DEMOCRATIC PARTY",,,"DEM",,,,,FALSE,FALSE
"C00392928","SAN FRANCISCO DEMOCRATIC COUNTY CENTRAL COMMITTEE",,,"DEM",,,,,FALSE,FALSE
"C00648659","SOUTHERN PROGRESSIVES FOR J BOHREN","S8MS00220","BOHREN, JENSEN MR","DEM","S","MS","0 ","C",FALSE,TRUE
"C00713131","COMMITTEE TO ELECT BENNIE J. SMITH U.S. SENATOR","S0KY00354","SMITH, BENNIE J","DEM","S","KY","0 ","C",FALSE,TRUE
"C00590489","VAL DEMINGS FOR CONGRESS","H2FL08063","DEMINGS, VALDEZ VAL","DEM","H","FL","10","I",FALSE,TRUE
"C00442921","ANDRE CARSON FOR CONGRESS","H8IN07184","CARSON, ANDRE","DEM","H","IN","7 ","I",FALSE,TRUE
"C00722009","MARISA CALDERON FOR CONGRESS","H0CA53131","CALDERON, MARISA","DEM","H","CA","50","O",FALSE,TRUE
"C00558437","BONNIE WATSON COLEMAN FOR CONGRESS","H4NJ12149","COLEMAN, BONNIE WATSON","DEM","H","NJ","12","I",FALSE,TRUE
"C00729582","ANTONE FOR CONGRESS","H0MN05210","MELTON-MEAUX, ANTONE","DFL","H","MN","5 ","C",FALSE,TRUE
"C00632844","IMPEACH TRUMP LEADERSHIP PAC",,,,,,,,FALSE,FALSE
"C00692319","VOTER PROTECTION PROJECT",,,,,,,,FALSE,FALSE
"C00693069","HELP EVERYONE LIVE PROSPEROUSLY",,,,,,,,FALSE,FALSE
"C00654558","LAURA QUICK FOR CONGRESS","H8PA09081","QUICK, LAURA","DEM","H","PA","9 ","O",FALSE,TRUE
"C00678045","CHRISTOPHER HALE FOR TENNESSEE","H8TN04107","HALE, CHRISTOPHER JOLLY","DEM","H","TN","4 ","C",FALSE,TRUE
"C00660985","DEMOCRATIC VICTORY FUND",,,,,,,,FALSE,FALSE
"C00556506","TED LIEU FOR CONGRESS","H4CA33119","LIEU, TED","DEM","H","CA","33","I",FALSE,TRUE
"C00706754","CHRISTINE MANN FOR CONGRESS","H8TX31033","MANN, CHRISTINE EADY","DEM","H","TX","31","C",FALSE,TRUE
"C00653196","DAVID TRONE FOR CONGRESS, INC","H6MD08549","TRONE, DAVID","DEM","H","MD","6 ","I",FALSE,TRUE
"C00699249","STEPHANIE RIMMER FOR CONGRESS","H0AZ06068","RIMMER, STEPHANIE S","DEM","H","AZ","6 ","C",FALSE,TRUE
"C00574228","CINCINNATUS PAC",,,,,,,,FALSE,FALSE
"C00648253","JOE NEGUSE FOR CONGRESS","H8CO02160","NEGUSE, JOSEPH","DEM","H","CO","2 ","I",FALSE,TRUE
"C00403071","ONE VOICE",,,,,,,,FALSE,FALSE
"C00683201","VALLEY WORKS",,,,,,,,FALSE,FALSE
"C00624338","ROSEN VICTORY FUND",,,,,,,,FALSE,FALSE
"C00630699","UP PAC",,,,,,,,FALSE,FALSE
"C00652164","JERSEY VALUES PAC",,,,,,,,FALSE,FALSE
"C00464198","DEMOCRATIC CLUB OF THE CONEJO VALLEY",,,,,,,,FALSE,FALSE
"C00719898","JANESSA GOLDBECK FOR CONGRESS","H0CA53123","GOLDBECK, JANESSA","DEM","H","CA","53","O",FALSE,TRUE
"C00409219","MATSUI FOR CONGRESS","H6CA05195","MATSUI, DORIS","DEM","H","CA","6 ","I",FALSE,TRUE
"C00723007","COMMITTEE TO ELECT ALISHA SHELTON FOR U.S. SENATE","S0NE00098","SHELTON, ALISHA","DEM","S","NE","0 ","C",FALSE,TRUE
"C00629063","THE MAJORITY RULES",,,,,,,,FALSE,FALSE
"C00714279","JOSH HICKS FOR CONGRESS","H0KY06179","HICKS, JOSH","DEM","H","KY","6 ","C",FALSE,TRUE
"C00510461","PETE AGUILAR FOR CONGRESS","H2CA31125","AGUILAR, PETE","DEM","H","CA","31","I",FALSE,TRUE
"C00634212","KATIE HILL FOR CONGRESS","H8CA25074","HILL, KATHERINE LAUREN","DEM","H","CA","25","I",FALSE,TRUE
"C00714725","ACT BLUE",,,"SWP",,,,,FALSE,FALSE
"C00701979","TIM RYAN FOR AMERICA","P00011338","RYAN, TIMOTHY J.","DEM","P","US","0 ","C",FALSE,TRUE
"C00344473","STABENOW FOR US SENATE","S8MI00281","STABENOW, DEBBIE","DEM","S","MI","0 ","I",FALSE,TRUE
"C00382242","BADGERPAC",,,,,,,,FALSE,FALSE
"C00458976","TERRI SEWELL FOR CONGRESS","H0AL07086","SEWELL, TERRI A.","DEM","H","AL","7 ","I",FALSE,TRUE
"C00672915","YIMBY DEMOCRATS OF SAN DIEGO COUNTY",,,,,,,,FALSE,FALSE
"C00543363","CITIZENS FOR BOYLE","H4PA13199","BOYLE, BRENDAN F","DEM","H","PA","2 ","I",FALSE,TRUE
"C00471540","ENVIRONMENTAL DEFENSE ACTION FUND PAC",,,,,,,,FALSE,FALSE
"C00693622","UNITED STANDS AMERICA",,,,,,,,FALSE,FALSE
"C00698993","EHR FOR CONGRESS","H8FL01107","EHR, PHILLIP CHARLES","DEM","H","FL","1 ","C",FALSE,TRUE
"C00723320","JIM VANDERMAAS FOR IDAHO","S0ID00164","VANDERMAAS, JIM","DEM","S","ID","0 ","C",FALSE,TRUE
"C00629477","ULTRAVIOLET PAC",,,,,,,,FALSE,FALSE
"C00704650","BRYNNE KENNEDY FOR CONGRESS","H0CA04175","KENNEDY, BRYNNE","DEM","H","CA","4 ","C",FALSE,TRUE
"C00649806","COMMITTEE TO ELECT DAVID WILSON BROWN","H8NC10097","BROWN, DAVID WILSON","DEM","H","NC","5 ","C",FALSE,TRUE
"C00613810","BRAND NEW CONGRESS",,,,,,,,FALSE,FALSE
